"LOCATION","Country","TRANSACT","Transaction","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"RUS","Russia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,29967.119348,,
"RUS","Russia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,29819.046969,"E","Estimated value"
"ISR","Israel","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,35482.650947,,
"ISR","Israel","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,37854.845318,,
"ISR","Israel","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,39137.375997,,
"ISR","Israel","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,39914.217473,,
"ISR","Israel","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,40020.387326,,
"ISR","Israel","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,39492.618348,,
"ISR","Israel","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,43712.289525,"E","Estimated value"
"NZL","New Zealand","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,37246.951138,,
"NZL","New Zealand","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,39696.946073,,
"NZL","New Zealand","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,42008.211082,,
"NZL","New Zealand","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,42334.17358,,
"NZL","New Zealand","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,45251.266802,,
"NZL","New Zealand","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,44698.274404,,
"NZL","New Zealand","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,46388.713365,"E","Estimated value"
"HUN","Hungary","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,26806.595306,,
"HUN","Hungary","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,27947.637585,,
"HUN","Hungary","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,29501.120486,,
"HUN","Hungary","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,31913.074632,,
"HUN","Hungary","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,33514.94177,,
"HUN","Hungary","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,33274.347589,"P","Provisional value"
"HUN","Hungary","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,36751.739602,"P","Provisional value"
"IDN","Indonesia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,10364.397282,,
"IDN","Indonesia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,10610.141435,,
"IDN","Indonesia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,11050.882373,,
"MEX","Mexico","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,18454.801482,,
"MEX","Mexico","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,19516.145022,,
"MEX","Mexico","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,19947.197691,,
"MEX","Mexico","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,20354.829507,,
"MEX","Mexico","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,20145.644354,"P","Provisional value"
"MEX","Mexico","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,18962.568201,"P","Provisional value"
"MEX","Mexico","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,20386.907843,"E","Estimated value"
"LUX","Luxembourg","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,107898.304236,,
"LUX","Luxembourg","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,112955.470175,,
"LUX","Luxembourg","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,114862.528755,,
"LUX","Luxembourg","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,116801.142101,,
"LUX","Luxembourg","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,117058.928146,,
"LUX","Luxembourg","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,117721.247087,,
"LUX","Luxembourg","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,134340.373726,,
"IRL","Ireland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,69119.645051,,
"IRL","Ireland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,71594.095685,,
"IRL","Ireland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,77831.992783,,
"IRL","Ireland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,84671.527633,,
"IRL","Ireland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,87506.778434,,
"IRL","Ireland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,93450.374199,,
"IRL","Ireland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,106659.463928,,
"JPN","Japan","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,40908.781547,,
"JPN","Japan","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,40642.704531,,
"JPN","Japan","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,41531.221619,,
"JPN","Japan","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,42239.050068,,
"JPN","Japan","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,42438.755946,,
"JPN","Japan","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,42285.325693,,
"JPN","Japan","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,43001.852891,"E","Estimated value"
"USA","United States","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,56731.074605,,
"USA","United States","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,57846.274282,,
"USA","United States","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,59896.756042,,
"USA","United States","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,62783.978541,,
"USA","United States","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,65055.785369,,
"USA","United States","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,63285.232257,,
"USA","United States","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,69558.470785,"E","Estimated value"
"NOR","Norway","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,60352.716908,,
"NOR","Norway","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,58923.240139,,
"NOR","Norway","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,64050.366694,,
"NOR","Norway","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,69807.225536,,
"NOR","Norway","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,66797.863207,,
"NOR","Norway","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,62650.379161,,
"NOR","Norway","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,79162.871042,,
"SVN","Slovenia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,31631.838376,,
"SVN","Slovenia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,33942.76789,,
"SVN","Slovenia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,36517.579273,,
"SVN","Slovenia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,38998.007761,,
"SVN","Slovenia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,40658.631737,,
"SVN","Slovenia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,39718.051823,,
"SVN","Slovenia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,43605.726721,,
"ZAF","South Africa","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,12772.251817,,
"ZAF","South Africa","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,12827.603574,,
"ZAF","South Africa","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,12952.21634,,
"ZAF","South Africa","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,13191.637554,,
"ZAF","South Africa","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,13218.720394,,
"ZAF","South Africa","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,12293.489021,,
"NLD","Netherlands","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,50288.352815,,
"NLD","Netherlands","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,52289.404292,,
"NLD","Netherlands","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,55089.58143,,
"NLD","Netherlands","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,57825.399708,,
"NLD","Netherlands","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,59003.864774,,
"NLD","Netherlands","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,59001.177882,"P","Provisional value"
"NLD","Netherlands","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,63445.083337,"P","Provisional value"
"SWE","Sweden","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,49103.0618,,
"SWE","Sweden","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,50430.174559,,
"SWE","Sweden","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,51947.942867,,
"SWE","Sweden","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,53521.635778,,
"SWE","Sweden","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,54598.781841,,
"SWE","Sweden","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,55631.003715,,
"SWE","Sweden","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,60149.585635,,
"ISL","Iceland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,49203.294991,,
"ISL","Iceland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,53486.615773,,
"ISL","Iceland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,55638.491978,,
"ISL","Iceland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,57208.31151,,
"ISL","Iceland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,58194.829569,,
"ISL","Iceland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,53380.98629,,
"ISL","Iceland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,57614.693442,,
"TUR","Türkiye","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,25855.912681,,
"TUR","Türkiye","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,26695.909373,,
"TUR","Türkiye","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,28193.061398,,
"TUR","Türkiye","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,28281.473275,,
"TUR","Türkiye","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,27144.223561,,
"TUR","Türkiye","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,27547.040639,,
"TUR","Türkiye","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,30796.759224,"P","Provisional value"
"LVA","Latvia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,24975.479748,,
"LVA","Latvia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,26724.459825,,
"LVA","Latvia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,28689.57466,,
"LVA","Latvia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,30891.884185,,
"LVA","Latvia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,31893.84669,,
"LVA","Latvia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,31418.030799,,
"LVA","Latvia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,34471.31179,,
"BRA","Brazil","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,14816.290598,,
"BRA","Brazil","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,14326.10209,,
"BRA","Brazil","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,14596.889676,,
"BRA","Brazil","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,15088.873591,,
"BRA","Brazil","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,15424.038754,,
"LTU","Lithuania","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,28834.457574,,
"LTU","Lithuania","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,30925.151813,,
"LTU","Lithuania","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,33761.906595,,
"LTU","Lithuania","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,36376.197676,,
"LTU","Lithuania","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,38540.745344,,
"LTU","Lithuania","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,38880.543234,,
"LTU","Lithuania","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,42550.554521,,
"SAU","Saudi Arabia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,49491.35095,,
"SAU","Saudi Arabia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,46289.737315,,
"SAU","Saudi Arabia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,47862.022249,,
"SAU","Saudi Arabia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,47379.188476,,
"SAU","Saudi Arabia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,48405.56175,,
"SAU","Saudi Arabia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,46164.048364,,
"EA19","Euro area (19 countries)","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,41139.416807,,
"EA19","Euro area (19 countries)","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,43630.555481,,
"EA19","Euro area (19 countries)","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,45708.404179,,
"EA19","Euro area (19 countries)","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,47640.113713,,
"EA19","Euro area (19 countries)","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,48850.24792,,
"EA19","Euro area (19 countries)","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,47163.987725,,
"EA19","Euro area (19 countries)","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,50844.661893,,
"ARG","Argentina","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,20105.198994,,
"ARG","Argentina","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,20307.870053,,
"ARG","Argentina","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,23597.117759,,
"ARG","Argentina","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,23290.675736,,
"ARG","Argentina","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,22997.391755,,
"CRI","Costa Rica","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,17649.314854,,
"CRI","Costa Rica","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,19119.336147,,
"CRI","Costa Rica","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,20368.230268,,
"CRI","Costa Rica","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,21312.71338,,
"CRI","Costa Rica","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,22598.071946,,
"CRI","Costa Rica","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,22180.99204,"E","Estimated value"
"CRI","Costa Rica","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,23287.453499,"E","Estimated value"
"BGR","Bulgaria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,18391.834891,,
"BGR","Bulgaria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,20074.406431,,
"BGR","Bulgaria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,21470.001359,,
"BGR","Bulgaria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,23016.014654,,
"BGR","Bulgaria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,24497.491636,,
"BGR","Bulgaria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,24564.265224,,
"BGR","Bulgaria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,26743.19788,"P","Provisional value"
"CYP","Cyprus","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,31815.186807,,
"CYP","Cyprus","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,35719.166224,,
"CYP","Cyprus","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,38288.138059,,
"CYP","Cyprus","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,40559.350212,,
"CYP","Cyprus","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,42338.707136,,
"CYP","Cyprus","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,39593.316631,"P","Provisional value"
"CYP","Cyprus","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,42388.31642,"P","Provisional value"
"ROU","Romania","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,21598.495969,,
